Date,Pharma,FMCG,Power,Steel
14-Dec-99,356.9,236.1,7.19,82.93
15-Dec-99,343.5,238,7.05,83.4
16-Dec-99,350,238.48,7.24,82.67
17-Dec-99,354.25,234.8,7.15,81.6
20-Dec-99,382.59,235.5,7.14,84.46
21-Dec-99,370,231.7,7.04,84.26
22-Dec-99,357.5,233,7.14,87.67
23-Dec-99,350.63,230.77,7.19,85.88
24-Dec-99,344.5,226.8,7.03,84.26
27-Dec-99,329.75,225.42,7.13,82.64
28-Dec-99,327.5,225.08,7.14,83.23
29-Dec-99,349,222.2,7.24,84.26
30-Dec-99,360.5,225,7,83.43
3-Jan-00,389.34,239.12,7.46,90.09
4-Jan-00,411.81,226.5,7.45,89.47
5-Jan-00,389.75,219,7.62,92.42
6-Jan-00,420.93,230.45,7.82,98.99
7-Jan-00,387.26,237.67,7.79,100.05
10-Jan-00,375.26,244.89,8.41,106
11-Jan-00,362.5,245,7.86,97.54
12-Jan-00,372.25,264.59,8.11,97.93
13-Jan-00,369.04,277.8,7.82,93.09
14-Jan-00,371.25,269.45,7.9,93.68
17-Jan-00,374.09,259.95,7.88,98.1
18-Jan-00,368,256.5,7.62,103.64
19-Jan-00,397.44,251.53,7.43,100.16
20-Jan-00,385.5,253,7.16,94.74
21-Jan-00,391.5,252.5,7.07,94.51
24-Jan-00,383.25,257.65,7.24,89.26
25-Jan-00,370,255,7.81,88.65
27-Jan-00,366.25,256,7.53,87.06
28-Jan-00,357.25,248.51,7.9,84.67
31-Jan-00,343.75,243.85,7.91,82.49
1-Feb-00,355.75,230.52,7.86,83.52
2-Feb-00,375.38,242.8,7.99,82.52
3-Feb-00,371.44,242.5,7.62,81.9
4-Feb-00,368.25,233.6,7.25,81.93
7-Feb-00,338.8,231.5,7.55,82.43
8-Feb-00,350.32,232,7.75,84.55
9-Feb-00,353,241,7.62,84.23
10-Feb-00,353.75,231.88,7.72,83.37
11-Feb-00,348.75,234.5,7.62,81.75
14-Feb-00,341.25,231.4,7.6,80.07
15-Feb-00,342.5,233.5,7.44,79.25
16-Feb-00,342.5,231.4,8.03,79.4
17-Feb-00,369.89,232.4,8.01,79.6
18-Feb-00,399.48,249,7.63,77.92
21-Feb-00,387.75,268.92,7.53,79.04
22-Feb-00,370,290.43,8.06,79.48
23-Feb-00,399.59,287,8.01,74.95
24-Feb-00,389,309.96,8.06,75.12
25-Feb-00,390,309.9,7.99,74.53
28-Feb-00,421.18,307.04,8.63,79.25
29-Feb-00,387.49,290,7.94,72.91
1-Mar-00,375.75,300,7.82,72.94
2-Mar-00,345.7,276.01,7.31,67.11
3-Mar-00,318.05,261.2,7.24,62.63
6-Mar-00,328.25,247.45,7.3,61.1
7-Mar-00,348.5,247.38,7.58,58.21
8-Mar-00,325,249.85,6.97,53.56
9-Mar-00,299.01,236.27,6.86,56.42
10-Mar-00,322.93,239,6.61,54.24
13-Mar-00,348.75,252,6.37,53.62
14-Mar-00,376.64,272.16,6.56,57.89
15-Mar-00,386.75,289,6.56,62.4
16-Mar-00,355.81,295.51,6.54,63.63
21-Mar-00,384.27,283.49,6.47,63.63
22-Mar-00,415.01,269.51,6.61,63.93
23-Mar-00,397.5,264.68,6.48,60.98
24-Mar-00,408.56,262.25,6.32,61.51
27-Mar-00,425,249.99,6.45,61.87
28-Mar-00,391.01,253.45,6.27,63.04
29-Mar-00,359.74,246.1,6.28,61.98
30-Mar-00,373.06,250.5,6.61,63.63
31-Mar-00,402.9,244,6.49,68.29
3-Apr-00,390,263.52,6.66,70.09
4-Apr-00,358.81,242.44,6.45,65.4
5-Apr-00,359.75,252,6.37,68.91
6-Apr-00,353,254.5,6.32,67.46
7-Apr-00,381.24,274,6.51,72.32
10-Apr-00,406.75,272.65,6.08,70.41
11-Apr-00,399.5,270.9,6.03,68.94
12-Apr-00,389.75,262.5,6.02,68.29
13-Apr-00,389.4,257.34,5.84,66.46
17-Apr-00,358.25,247.61,5.76,66.9
18-Apr-00,350,247.2,5.73,68.94
19-Apr-00,339.75,249.4,5.52,68.2
20-Apr-00,326.25,250,5.21,68.44
24-Apr-00,340.44,252.01,5.24,65.4
25-Apr-00,323.75,244.5,4.83,64.67
26-Apr-00,347.5,249.11,4.96,67.91
27-Apr-00,325.5,247.56,4.78,65.87
28-Apr-00,322.5,239.49,4.51,63.93
2-May-00,285,219,4.39,60.33
3-May-00,307.79,219.25,4.44,60.98
4-May-00,320.75,241,4.55,61.87
5-May-00,334.98,254,4.54,63.02
8-May-00,336.25,238.5,4.63,62.16
9-May-00,345,246.01,4.73,62.34
10-May-00,329.25,241.75,4.73,61.28
11-May-00,319.75,230.06,4.74,60.33
12-May-00,315,225.15,4.63,58.63
15-May-00,312.06,232.24,4.77,60.04
16-May-00,338.75,231.9,4.84,60.36
17-May-00,336.25,232,4.85,61.87
18-May-00,331.13,235.99,4.88,65.99
19-May-00,335,225.1,4.91,66.87
22-May-00,325.4,220.76,4.96,67.52
23-May-00,312.25,221,4.9,68.35
24-May-00,311.73,222,4.92,69.82
25-May-00,310.75,223.77,4.88,67.46
26-May-00,313.75,250.62,4.97,66.99
29-May-00,329.25,255.5,5.03,68.2
30-May-00,337.25,254.54,5.22,68.82
31-May-00,346.51,256.5,5.21,71.71
1-Jun-00,332.25,248.82,5.13,70.14
2-Jun-00,331.52,253.18,5.74,78.54
5-Jun-00,319.88,257.1,5.87,76.86
6-Jun-00,321.5,259.5,5.89,78.81
7-Jun-00,324.7,257.94,5.87,76.57
8-Jun-00,322.99,261.12,6.17,78.07
9-Jun-00,323.04,260.37,6.9,77.83
12-Jun-00,318.74,253.35,6.79,76.8
13-Jun-00,316.68,249.7,6.57,75.68
14-Jun-00,315.2,253.39,6.33,75.51
15-Jun-00,314.69,248.09,6.72,74.8
16-Jun-00,312.52,248.36,7.52,76.45
19-Jun-00,316.77,253.74,8.04,75.83
20-Jun-00,353.07,252.49,8.74,75.06
21-Jun-00,332.09,257.2,8.71,72.59
22-Jun-00,332.18,265.43,8.71,73.15
23-Jun-00,321.71,280.64,8.79,71.97
26-Jun-00,317.6,276.18,8.44,71.71
27-Jun-00,318.68,282.32,8,71.53
28-Jun-00,324.81,288.88,7.71,71.74
29-Jun-00,330.48,288.97,7.91,71.29
30-Jun-00,326.46,283.63,7.92,69.64
3-Jul-00,331.76,275.2,7.79,74.27
4-Jul-00,347,281.75,7.81,75.06
5-Jul-00,337.27,286.1,7.97,74.65
6-Jul-00,338.55,279,8.11,75.12
7-Jul-00,338.64,278.5,8.46,78.28
10-Jul-00,338.25,277.4,8.29,79.25
11-Jul-00,333.89,277.7,8.67,81.75
12-Jul-00,322.82,282,8.41,82.69
13-Jul-00,322.6,289.45,8.24,81.87
14-Jul-00,319.75,294.5,8.19,81.19
17-Jul-00,321.09,277,8.06,84.34
18-Jul-00,319.23,278.9,7.98,83.08
19-Jul-00,315.4,269.75,7.92,79.4
20-Jul-00,311.07,261.8,7.94,80.19
21-Jul-00,289.27,258,7.74,73.41
24-Jul-00,268.46,239.05,7.43,68.41
25-Jul-00,271.21,240.05,7.72,71.23
26-Jul-00,276.27,240.1,7.7,68.23
27-Jul-00,272.91,239.6,7.71,69.53
28-Jul-00,270.59,236.1,7.71,69.38
31-Jul-00,289.38,242.1,7.53,70.12
1-Aug-00,289.93,241,7.53,69.56
2-Aug-00,289.84,241.05,7.5,69.26
3-Aug-00,289.86,237.75,7.45,67.58
4-Aug-00,287.1,255.35,7.41,66.73
7-Aug-00,287.35,254.45,7.35,64.16
8-Aug-00,290.1,250.3,7.4,65.02
9-Aug-00,293.6,240.5,7.24,65.96
10-Aug-00,281.75,240.7,7.43,65.11
11-Aug-00,274.89,232.4,7.07,63.19
14-Aug-00,276.36,236.3,7.44,62.13
16-Aug-00,285.01,243.8,7.57,63.49
17-Aug-00,288.23,243.45,7.72,62.78
18-Aug-00,287.66,243.6,8.22,62.54
21-Aug-00,292.36,245.15,8.38,63.58
22-Aug-00,299.98,243.95,8.37,66.2
23-Aug-00,303.14,247.25,8.04,65.96
24-Aug-00,323.54,244,7.82,65.05
25-Aug-00,337.74,241.75,8.11,64.58
28-Aug-00,327.88,241.55,8.03,65.31
29-Aug-00,327.25,239.55,7.95,64.93
30-Aug-00,327.07,239.8,7.91,64.87
31-Aug-00,331.36,238.55,7.85,63.99
4-Sep-00,338.64,245.8,8.18,65.49
5-Sep-00,336.1,245.55,8.19,65.81
6-Sep-00,329.61,250.75,8.07,66.79
7-Sep-00,347.45,252.25,8.08,66.49
8-Sep-00,357.27,249.25,8.22,65.37
11-Sep-00,351.61,250.9,8.03,65.28
12-Sep-00,345.04,254.05,8.02,64.67
13-Sep-00,338.13,248.9,7.95,63.49
14-Sep-00,329.31,241.85,7.86,62.63
15-Sep-00,319.95,240.5,7.76,61.45
18-Sep-00,308.39,237.7,7.49,59.92
19-Sep-00,306.06,232.75,7.44,57.51
20-Sep-00,320.81,230.6,7.53,58.77
21-Sep-00,317.54,232,7.44,58.8
22-Sep-00,300.06,218,7.1,55.71
25-Sep-00,316.1,214.3,7.11,56.89
26-Sep-00,310.15,212.15,6.96,56.27
27-Sep-00,312.45,213.2,6.85,56.24
28-Sep-00,311.32,200.1,6.7,55.62
29-Sep-00,314.01,208.65,6.66,55.41
3-Oct-00,314.88,210.45,6.42,56.5
4-Oct-00,321.1,213.85,6.56,57.86
5-Oct-00,327.61,214.5,6.46,57.15
6-Oct-00,337.3,214.25,6.23,56.65
9-Oct-00,336.15,205,6.27,56.65
10-Oct-00,335.49,190.75,6.19,54.41
11-Oct-00,331.64,190.4,6.22,51.79
12-Oct-00,333.09,192.85,6.1,51.32
13-Oct-00,339.52,184.65,6.12,52.32
16-Oct-00,342.4,173.85,6.19,52.56
17-Oct-00,346.2,172.9,6.15,52.03
18-Oct-00,342.56,172.85,6.66,53.23
19-Oct-00,344.65,177.7,6.7,57.71
20-Oct-00,344.96,173.15,6.67,59.6
23-Oct-00,334.74,170.95,6.37,56.92
24-Oct-00,335.76,168.85,6.25,56.42
25-Oct-00,356.82,172.15,6.42,58.33
26-Oct-00,354.68,174.6,6.52,59.3
27-Oct-00,351.68,168.55,6.57,58.71
30-Oct-00,343.26,173.65,6.6,56.5
31-Oct-00,350.48,177.75,6.61,57.12
1-Nov-00,347.7,180.45,6.92,58.42
2-Nov-00,348.57,181.75,6.97,61.54
3-Nov-00,363.63,184.45,7.21,62.6
6-Nov-00,359.01,178.05,7.09,62.28
7-Nov-00,359.81,179.2,7.17,62.46
8-Nov-00,386.56,186.8,6.9,62.87
9-Nov-00,381.4,190.25,6.95,62.28
10-Nov-00,379.51,187,6.9,60.28
13-Nov-00,369.94,184.8,6.76,61.25
14-Nov-00,373.01,187.2,7.08,63.81
15-Nov-00,370.9,188.8,7.1,63.9
16-Nov-00,361.6,183.15,7.03,63.07
17-Nov-00,344.52,182.25,7.06,63.31
20-Nov-00,337.44,184.5,7.02,64.37
21-Nov-00,332.89,183.3,7.03,64.49
22-Nov-00,333.81,181.7,6.97,65.11
23-Nov-00,333.82,174.2,7.15,65.73
24-Nov-00,332.35,172.5,7.11,68.2
27-Nov-00,345.11,175,7.22,71
28-Nov-00,338.56,182.45,7.49,71.47
29-Nov-00,340.21,185.7,7.54,69.88
30-Nov-00,337.84,192.8,7.76,72.35
1-Dec-00,335.41,193.95,7.69,72.32
4-Dec-00,337.89,187.15,8,73.92
5-Dec-00,337.84,186.6,8.17,74.86
6-Dec-00,338.25,195.2,8.08,74.15
7-Dec-00,336.77,192.85,8.08,76.24
8-Dec-00,334.2,192.25,8.35,76.89
11-Dec-00,352.05,192.2,8.52,76.01
12-Dec-00,351.95,189.25,8.48,74.68
13-Dec-00,353.86,191.9,8.47,75.42
14-Dec-00,350.05,193.4,8.71,75.09
15-Dec-00,337.77,192.5,9.23,72.18
18-Dec-00,339.43,197.35,9.51,73.18
19-Dec-00,328.19,201.9,9.44,74.77
20-Dec-00,332.61,195.3,9.15,73.89
21-Dec-00,332.75,199.35,9.25,73.5
22-Dec-00,321.36,200.6,8.41,71.56
26-Dec-00,309.49,203.35,8.63,71.26
27-Dec-00,312.88,209.95,8.83,71.94
28-Dec-00,314.46,206.65,8.85,73.06
29-Dec-00,318.18,206.35,9.49,76.66
1-Jan-01,319.93,200,9.66,78.1
2-Jan-01,318.24,198.45,10.04,79.54
3-Jan-01,316.07,201.85,10.53,80.1
4-Jan-01,312.11,210.45,10.09,79.19
5-Jan-01,315.48,208.4,10.18,78.25
8-Jan-01,318.05,209.35,10.76,76.13
9-Jan-01,315.6,216.2,10.56,74.95
10-Jan-01,316.99,207.5,10.18,74.98
11-Jan-01,326.1,204.9,9.88,74.71
12-Jan-01,331.9,200.85,9.72,75.15
15-Jan-01,342.59,193.75,9.94,78.36
16-Jan-01,340.07,199.9,10.32,77.75
17-Jan-01,341.02,204.1,10.23,73.56
18-Jan-01,339.57,199.6,10.26,75.39
19-Jan-01,338.11,200,10.48,74.86
22-Jan-01,343.35,200.8,11.07,76.39
23-Jan-01,341.39,201.8,10.72,77.16
24-Jan-01,338.69,203.15,10.73,77.6
25-Jan-01,326.16,206.25,11.09,76.71
29-Jan-01,320.82,203.7,10.76,75.71
30-Jan-01,329.19,211.05,10.85,79.9
31-Jan-01,324.98,206.95,11,80.57
1-Feb-01,322.86,203.25,10.87,80.22
2-Feb-01,324.06,199.35,11.03,84.17
5-Feb-01,324.74,200.3,11.87,88.03
6-Feb-01,325.36,201.55,12.28,89.79
7-Feb-01,325.89,202.9,12.79,89.38
8-Feb-01,325.57,208.95,14.33,93.48
9-Feb-01,323.61,213.5,15.69,96.07
12-Feb-01,335.14,216,15.04,93.15
13-Feb-01,326.51,208.5,16.58,93.39
14-Feb-01,327.15,207.4,16.3,93.45
15-Feb-01,328.82,218.9,16.13,93.24
16-Feb-01,322.89,216.25,15.26,90.35
19-Feb-01,324.43,216.15,15.49,91.53
20-Feb-01,321.19,218.2,16.01,92.65
21-Feb-01,329.05,222.25,15.69,93.92
22-Feb-01,327.32,218.05,15.41,91.33
23-Feb-01,325.49,216.35,14.12,89.35
26-Feb-01,324.93,207.65,14.7,91.03
27-Feb-01,332.32,206.55,15.25,93.6
28-Feb-01,333.2,229.4,14.07,91.03
1-Mar-01,338.39,232.8,14.05,96.42
2-Mar-01,333.4,232.4,13.51,92.59
5-Mar-01,325.39,225.7,12.28,87.79
7-Mar-01,331.13,225.7,12.85,87.67
8-Mar-01,331.89,228.55,13.15,89.12
9-Mar-01,326.84,221.55,11.71,82.37
12-Mar-01,324.99,217,10.13,77.83
13-Mar-01,310.65,212,8.88,66.05
14-Mar-01,315.84,215.65,10.3,73.44
15-Mar-01,324.89,220.25,11.86,79.01
16-Mar-01,325.59,220,11.14,74.65
19-Mar-01,319.49,218.55,11.51,78.95
20-Mar-01,327.31,215.05,11.44,77.86
21-Mar-01,324.73,224.1,11.58,80.63
22-Mar-01,324.71,219.6,11.27,79.1
23-Mar-01,303.75,215.55,10.29,78.33
26-Mar-01,296.85,210.75,10.5,78.63
27-Mar-01,306.11,210.05,10.79,76.86
28-Mar-01,323.27,220.2,10.85,77.51
29-Mar-01,323.43,225.75,10.29,75.6
30-Mar-01,311.81,218.75,9.57,72.09
2-Apr-01,289.26,221.3,9.97,68.26
3-Apr-01,295.6,221.45,9.92,70.56
4-Apr-01,277.1,217.8,9.86,70.23
6-Apr-01,247.45,219.95,9.7,73.06
9-Apr-01,237.66,214.5,9.93,74.65
10-Apr-01,243.01,215.65,9.76,73.59
11-Apr-01,233.79,213.9,9.46,71.65
12-Apr-01,233.64,210.95,9.7,67.49
16-Apr-01,239.29,206.95,10.58,71.62
17-Apr-01,245.45,210.9,10.82,74.68
18-Apr-01,270.59,210.15,11.48,78.25
19-Apr-01,280.81,214.1,11.53,80.87
20-Apr-01,288.91,219.7,11.28,78.78
23-Apr-01,281.21,219.7,11.36,79.78
24-Apr-01,280.99,215.15,11.19,79.87
25-Apr-01,279.34,213.75,11.7,85.99
26-Apr-01,282.32,208.95,11.97,82.02
27-Apr-01,281.84,210.4,11.02,76.33
30-Apr-01,280.38,210.75,11.72,79.42
2-May-01,282.34,210.05,11.65,81.07
3-May-01,284.6,211.6,11.39,79.01
4-May-01,283.51,210.35,11.44,80.54
7-May-01,288.14,210.9,12.42,81.02
8-May-01,287.54,212.45,12.47,80.57
9-May-01,294.36,216.45,12.03,79.72
10-May-01,292.25,210.9,12.11,79.81
11-May-01,293.76,210.05,11.72,78.25
14-May-01,310.04,211.55,11.64,75.83
15-May-01,307.07,210.15,12.15,75.04
16-May-01,309.26,212.8,12.26,80.04
17-May-01,308.32,212.05,12.56,81.69
18-May-01,312.34,207.5,12.87,83.23
21-May-01,318.35,201.75,13.14,83.14
22-May-01,340.52,202.05,12.96,83.2
23-May-01,335.25,201.8,13,83.17
24-May-01,330.91,201.75,13.65,83.28
25-May-01,330.63,199.9,14.04,82.61
28-May-01,336.86,200.25,14.44,85.61
29-May-01,349.21,200.7,14.34,85.85
30-May-01,354.02,200.95,13.93,84.29
31-May-01,351.57,197.75,14.12,83.43
1-Jun-01,359.75,192.65,13.95,82.9
4-Jun-01,369.6,187.75,13.28,81.16
5-Jun-01,361.05,183.85,13.1,80.07
6-Jun-01,360.54,184.4,13.05,78.92
7-Jun-01,366.68,186.6,13.05,77.36
8-Jun-01,367.9,186.65,13.72,77.8
11-Jun-01,370.18,190.35,13.52,78.25
12-Jun-01,377.4,192.3,13.32,77.8
13-Jun-01,372.7,193.15,13.3,76.63
14-Jun-01,372.32,193.45,13.21,75.54
15-Jun-01,361.39,198.5,12.96,73.12
18-Jun-01,356.43,197.55,12.94,72.77
19-Jun-01,362.8,200.45,12.84,74
20-Jun-01,365.1,206.25,13.18,72.91
21-Jun-01,366.49,205.7,12.72,70.79
22-Jun-01,375.2,204.7,12.23,69.32
25-Jun-01,383.66,200.25,11.5,69.08
26-Jun-01,422.11,197.35,12.09,69.91
27-Jun-01,398.09,197.8,12.22,70.97
28-Jun-01,394.44,197,11.75,69.2
29-Jun-01,402.56,205.35,12.55,68.23
2-Jul-01,401.09,199,13.05,70.62
3-Jul-01,387.77,203,12.84,65.81
4-Jul-01,402.31,197.05,12.94,62.63
5-Jul-01,391.31,197.2,13.44,62.31
6-Jul-01,404.25,197.65,13.42,59.86
9-Jul-01,391.36,198.35,13.21,57.33
10-Jul-01,391.05,201.2,13.35,61.66
11-Jul-01,395.38,204.6,13.11,58.98
12-Jul-01,401.6,214.8,13.3,61.63
13-Jul-01,398.11,223.55,13.76,59.66
16-Jul-01,406.11,224.1,13.79,61.22
17-Jul-01,407.32,224.5,13.73,58.48
18-Jul-01,393.04,218.45,13.58,58.98
19-Jul-01,416.57,213.2,13.71,54.53
20-Jul-01,409.55,215.7,13.81,54.77
23-Jul-01,421.96,216,13.8,55.44
24-Jul-01,416.52,217.35,11.94,53.76
25-Jul-01,396.38,223.4,12.06,53.5
26-Jul-01,401.65,218.45,12.52,52.97
27-Jul-01,397.15,217.65,12.57,52.97
30-Jul-01,399.89,218.2,12.56,53.09
31-Jul-01,422.09,221.2,12.29,55.41
1-Aug-01,459.95,211.2,12.45,54.09
2-Aug-01,458.02,210.4,12.62,54.38
3-Aug-01,467.73,213.35,12.99,54.62
6-Aug-01,455.01,214,12.78,54.71
7-Aug-01,462.13,210.75,12.84,54.27
8-Aug-01,451.25,212.35,12.52,54.06
9-Aug-01,457.59,217.2,12.22,54.32
10-Aug-01,447.36,214.4,12.11,54.18
13-Aug-01,443.13,212.05,12.17,53.59
14-Aug-01,448.99,216.15,11.95,53.47
16-Aug-01,421.23,221.9,11.9,53.35
17-Aug-01,422.05,218.45,11.97,53.15
20-Aug-01,419.91,219.3,12.28,52.67
21-Aug-01,422.63,223.5,12.14,52.35
23-Aug-01,449.94,222.15,11.86,51.23
24-Aug-01,452.95,218.6,11.64,51.11
27-Aug-01,452.34,221.05,11.63,50.88
28-Aug-01,462.3,219.2,11.6,50.11
29-Aug-01,467.31,219.7,11.49,48.58
30-Aug-01,464.44,218.25,11.32,48.4
31-Aug-01,442.84,218.85,11.28,47.14
3-Sep-01,444.44,219.8,11.12,46.34
4-Sep-01,442.86,219.95,10.95,49.23
5-Sep-01,475.71,215.35,10.86,48.99
6-Sep-01,492.82,220.05,10.38,49.64
7-Sep-01,499.73,219.8,10.05,49.52
10-Sep-01,471.26,218.3,9.92,49.4
11-Sep-01,462.24,210.25,9.76,49.4
12-Sep-01,468.7,205.75,9.65,47.76
13-Sep-01,459.5,205.35,9.77,47.67
14-Sep-01,453.82,200.95,9.84,44.93
17-Sep-01,445,187.85,9.11,42.16
18-Sep-01,461.2,205.25,9.43,43.57
19-Sep-01,457.71,211.45,9.37,41.95
20-Sep-01,440.57,210.05,9.75,42.33
21-Sep-01,440.55,193.65,9.63,41.63
24-Sep-01,431.21,194,9.69,42.72
25-Sep-01,450.49,191.3,9.63,42.22
26-Sep-01,442.46,191.75,9.57,42.1
27-Sep-01,438.69,198.8,9.53,39.57
28-Sep-01,446.32,208,9.68,40.98
1-Oct-01,447.13,210.35,9.44,41.04
3-Oct-01,440.71,212.45,9.45,41.13
4-Oct-01,447.11,213.3,9.33,41.42
5-Oct-01,449.35,212.25,9.21,42.6
8-Oct-01,446.61,208.55,9.43,42.39
9-Oct-01,447.61,211.4,9.64,42.3
10-Oct-01,458.82,230.25,9.57,42.92
11-Oct-01,466.1,227,9.25,42.75
12-Oct-01,465.27,224.7,9.41,41.95
15-Oct-01,463.23,223.75,9.38,43.42
16-Oct-01,468.5,227.35,9.33,43.75
17-Oct-01,485.2,226.45,10.26,45.02
18-Oct-01,481.05,219.05,10.73,46.81
19-Oct-01,490.07,218.95,10.73,46.58
22-Oct-01,488.4,214.05,10.73,46.52
23-Oct-01,500.35,220.9,10.62,47.05
24-Oct-01,539.83,214.3,10.62,46.87
25-Oct-01,550.17,211.3,10.52,47.02
29-Oct-01,519.98,211.75,10.34,47.14
30-Oct-01,512.6,210.05,10.01,46.05
31-Oct-01,522.6,215.35,10.13,44.37
1-Nov-01,539.58,215.4,11.09,44.25
2-Nov-01,517.23,219.4,11.31,45.28
5-Nov-01,496.95,214.75,11.49,45.87
6-Nov-01,502.1,217.45,11.49,46.46
7-Nov-01,504.73,215,11.47,46.22
8-Nov-01,528.2,216.45,11.47,45.93
9-Nov-01,537.73,216.9,11.79,48.43
12-Nov-01,536.25,215.05,12.19,49.91
13-Nov-01,522.02,214.25,12.04,50.11
14-Nov-01,520.92,215.9,12.38,50.52
15-Nov-01,532.63,216.85,12.03,50.29
19-Nov-01,479.38,220.35,12.6,51.38
20-Nov-01,453.85,214.95,12.27,51.53
21-Nov-01,460.98,214.85,12.57,53.06
22-Nov-01,476.77,214.75,12.68,53.88
23-Nov-01,478.02,214.7,12.62,53.53
26-Nov-01,476.38,213.9,12.61,55.62
27-Nov-01,481.07,211,12.27,54.27
28-Nov-01,480.38,212.75,11.9,54.06
29-Nov-01,475.52,210.1,11.86,52.91
3-Dec-01,463.95,209.85,11.93,54.21
4-Dec-01,460.25,213.35,11.93,55.36
5-Dec-01,475.5,218.35,12.4,54.24
6-Dec-01,469.07,215.6,12.27,53.15
7-Dec-01,469.5,215.3,12.3,55.18
10-Dec-01,473.48,214.8,13.42,55.97
11-Dec-01,464.38,216.25,12.92,57.06
12-Dec-01,462.82,215.2,12.7,56.53
13-Dec-01,463.9,217.15,12.28,54.32
14-Dec-01,464,217.1,12.34,54.18
18-Dec-01,463.18,217.05,11.97,52.91
19-Dec-01,450.73,216.25,11.58,52.62
20-Dec-01,452.05,217.2,11.62,54.5
21-Dec-01,453.95,218.2,11.53,52.76
24-Dec-01,450.38,216.25,11.18,51.29
26-Dec-01,451.1,214.8,10.76,49.35
27-Dec-01,446.68,218.05,10.88,47.37
28-Dec-01,458.05,218.85,10.89,50.11
31-Dec-01,461.73,223.65,11.54,51.38
1-Jan-02,462.95,220.5,11.47,50.55
2-Jan-02,467.45,222.4,11.4,51.73
3-Jan-02,479.82,221.45,11.71,53.88
4-Jan-02,467.77,222.85,11.72,56.09
7-Jan-02,480.95,217.9,11.79,58.04
8-Jan-02,487.7,219.7,11.68,58.21
9-Jan-02,485.15,214.95,11.6,59.6
10-Jan-02,480.7,214.85,11.66,61.19
11-Jan-02,476.6,214.95,11.66,58.95
14-Jan-02,484.7,214.95,12.2,60.01
15-Jan-02,483.02,211.4,12,59.48
16-Jan-02,480.68,210.4,11.95,61.16
17-Jan-02,481.25,210.65,12.22,63.43
18-Jan-02,487.88,213.3,12.2,64.28
21-Jan-02,497.75,212.85,12.36,66.93
22-Jan-02,499.4,211.2,12.26,63.46
23-Jan-02,500.3,215.7,12.11,61.04
24-Jan-02,495.13,220.05,11.46,59.07
25-Jan-02,482.98,220.2,11.07,55.74
28-Jan-02,470.45,219.95,10.76,56.98
29-Jan-02,474.93,221.4,10.9,56.33
30-Jan-02,470.4,220.6,11.1,58.83
31-Jan-02,462.77,220.7,11.14,59.22
1-Feb-02,468.23,219.45,11.39,59.8
4-Feb-02,462.98,218.8,11.41,58.86
5-Feb-02,467.05,217.35,11.48,57.83
6-Feb-02,466.4,222.05,12.09,59.45
7-Feb-02,466.1,223.2,11.75,58.86
8-Feb-02,477.45,230.65,11.96,58.92
11-Feb-02,474.98,238.5,12.41,60.69
12-Feb-02,476.6,232.3,12.56,61.98
13-Feb-02,480.2,234,12.36,61.45
14-Feb-02,476.55,231.35,12.43,62.01
15-Feb-02,481.52,235.2,12.68,64.69
18-Feb-02,490.27,241.35,12.87,63.6
19-Feb-02,486.52,241,12.57,61.72
20-Feb-02,486.1,239.95,12.21,60.81
21-Feb-02,489.65,240.65,12.24,60.92
22-Feb-02,497.48,240.5,12.54,66.67
25-Feb-02,508.77,239.1,12.56,66.37
26-Feb-02,553.77,241.55,12.69,66.02
27-Feb-02,540.65,246.5,12.62,65.28
28-Feb-02,526.08,249.8,11.51,62.19
1-Mar-02,526.63,262.5,11.83,62.54
4-Mar-02,533.65,248.3,12.46,64.64
5-Mar-02,525.98,247.55,12.11,62.46
6-Mar-02,509.38,246.45,11.85,60.16
7-Mar-02,515.77,252.45,11.89,61.1
8-Mar-02,528.05,246.55,11.72,60.81
11-Mar-02,529.63,239.45,11.5,59.98
12-Mar-02,519.48,232.45,11.35,58.01
13-Mar-02,536.67,238.25,11.4,59.04
14-Mar-02,537,238.95,11.35,58.89
15-Mar-02,533.55,237.9,11.58,58.92
18-Mar-02,526.42,238.45,11.49,60.42
19-Mar-02,530.1,232.8,11.28,59.77
20-Mar-02,529.25,236.65,11.2,58.98
21-Mar-02,534.02,232.9,11.13,58.89
22-Mar-02,536.8,231,11,58.89
26-Mar-02,530.83,229.5,10.87,58.74
27-Mar-02,537.85,227.25,11,57.04
28-Mar-02,548.92,225.35,10.95,57.54
1-Apr-02,546.65,226.5,10.99,57.65
2-Apr-02,555.8,222.2,11.12,58.68
3-Apr-02,565.05,217.95,11.02,58.48
4-Apr-02,549.88,227.8,10.92,58.74
5-Apr-02,544.95,227.6,11.05,58.36
8-Apr-02,547.73,225.55,11.05,58.89
9-Apr-02,551.77,225.05,10.96,58.92
10-Apr-02,557.2,224.75,10.98,59.45
11-Apr-02,554.92,223.05,11.32,60.86
12-Apr-02,548.6,224,11.29,61.84
15-Apr-02,523.38,222.95,11.17,60.86
16-Apr-02,523.3,211.15,11.08,60.19
17-Apr-02,520.77,208.4,10.88,61.72
18-Apr-02,515.45,205.45,10.98,64.96
19-Apr-02,510.98,203.1,10.94,65.02
22-Apr-02,512.38,208,10.85,64.31
23-Apr-02,512.9,210.35,10.97,64.25
24-Apr-02,520.42,209.4,10.96,64.69
25-Apr-02,517.55,209.1,10.71,65.87
26-Apr-02,506.85,207.15,10.73,66.85
