Date,Pharma,FMCG,Power,Steel
2-Sep-04,352.77,112.05,26.1,219.32
3-Sep-04,353.1,110.85,26.93,221.31
6-Sep-04,351,111.8,27.16,223.38
7-Sep-04,354.88,114.75,27.1,225.86
8-Sep-04,359.18,116.05,27.65,228.42
9-Sep-04,357.57,118.65,27.38,226.96
10-Sep-04,361.7,121,27.7,232.97
13-Sep-04,378.43,121.75,28.06,236.68
14-Sep-04,375,119.95,27.76,233.19
15-Sep-04,375.57,123.55,27.39,234.7
16-Sep-04,379.52,123.75,28.34,241.63
17-Sep-04,379.35,125.75,29.21,247.02
20-Sep-04,375.1,125.3,29.44,251.44
21-Sep-04,375.88,123.8,30.22,256.66
22-Sep-04,378.4,123.05,30.03,254.85
23-Sep-04,375.13,120.35,30.01,254.18
24-Sep-04,375.95,120.45,30.36,255.73
27-Sep-04,375.02,120.15,29.89,255.16
28-Sep-04,368.25,120.15,29.19,249.59
29-Sep-04,364.07,124.05,30.11,256.17
30-Sep-04,368.43,125.45,30.28,255.38
1-Oct-04,378.85,126.6,30.79,258.03
4-Oct-04,384.38,127,31.36,261.47
5-Oct-04,380.3,125,30.89,259.44
6-Oct-04,372.82,127,30.52,256.22
7-Oct-04,378.1,128.25,31.97,265.19
8-Oct-04,384.05,128.7,31.62,266.78
9-Oct-04,386.07,128.15,31.74,265.54
11-Oct-04,381.15,128.4,31.04,265.14
12-Oct-04,377.02,126.9,30.47,260.15
14-Oct-04,374.95,128,30.06,251.35
15-Oct-04,376,126.8,30.19,251.49
18-Oct-04,375.27,126.25,29.63,251.49
19-Oct-04,378.85,126.3,30.49,254.98
20-Oct-04,375.63,124.65,30.14,252.02
21-Oct-04,374.52,124.85,30.3,250.69
25-Oct-04,371.82,123.55,29.03,247.07
26-Oct-04,367.4,122.45,28.76,255.82
27-Oct-04,378.6,120.4,29.38,257.76
28-Oct-04,378.23,124.9,29.21,260.37
29-Oct-04,375.77,124.7,28.95,254.23
1-Nov-04,372.75,125.45,29.49,259.22
2-Nov-04,377.02,128,30.52,258.73
3-Nov-04,384.07,128.3,30.47,264.13
4-Nov-04,390.32,128.65,30.5,261.34
5-Nov-04,387.25,132.75,30.28,263.37
8-Nov-04,390.18,136.1,30.33,266.95
9-Nov-04,385.82,136.95,30.04,265.72
10-Nov-04,388.18,135.8,30.32,271.82
11-Nov-04,385.27,134.4,31.08,271.2
12-Nov-04,388.05,134.15,30.74,271.82
16-Nov-04,388.05,135.8,30.92,273.45
17-Nov-04,392.75,135.15,31.03,274.02
18-Nov-04,399.8,134.35,30.81,275.35
19-Nov-04,394.5,133.05,31.12,271.95
22-Nov-04,393.27,132,32.42,274.11
23-Nov-04,395.55,130.2,33.33,275.39
24-Nov-04,397.25,132.9,32.78,276.19
25-Nov-04,404.85,135.9,32.61,274.78
29-Nov-04,399.93,140.55,32.99,285.29
30-Nov-04,396.98,144.55,33.11,285.82
1-Dec-04,390.63,143.1,33.51,289.71
2-Dec-04,400.4,144.1,33.95,292.45
3-Dec-04,407.27,144.6,33.4,289.01
6-Dec-04,415.5,150.8,33.4,292.28
7-Dec-04,414.88,154.6,33.32,288.7
8-Dec-04,417.35,151.9,32.9,281.23
9-Dec-04,416.15,145.95,33.48,282.38
10-Dec-04,409.82,144.9,34.22,281.27
13-Dec-04,405.95,143.8,34.51,285.74
14-Dec-04,409.2,144.7,35.02,289.23
15-Dec-04,410.88,148.2,35.05,293.91
16-Dec-04,420.52,149.7,35.03,292.1
17-Dec-04,419.65,148.75,35.72,294.71
20-Dec-04,430.1,148.05,35.99,299.39
21-Dec-04,430.48,144.5,37.37,302.04
22-Dec-04,425.18,143.1,36.33,300.32
23-Dec-04,426.73,144.75,36.94,305.97
24-Dec-04,425.13,144,36.69,317.29
27-Dec-04,427.7,144.75,36.69,330.59
28-Dec-04,428.75,143.65,36.87,345.52
29-Dec-04,428,144.6,37.16,341.59
30-Dec-04,424.73,144.15,36.67,340.27
31-Dec-04,432.65,143.5,37.69,340.66
3-Jan-05,432.77,144.35,38.4,342.25
4-Jan-05,422.73,146.2,38.9,341.9
5-Jan-05,411,144.65,37.34,325.86
6-Jan-05,400.32,141.75,36.27,314.11
7-Jan-05,405.25,140.95,35.6,319.19
10-Jan-05,397.2,142.75,34.17,316.49
11-Jan-05,381.98,141.1,34.3,308.67
12-Jan-05,366.35,138.95,32.73,304.16
13-Jan-05,374.55,140,34.58,315.25
14-Jan-05,372.07,140.1,33.12,308.01
17-Jan-05,364.48,140.15,34.69,304.74
18-Jan-05,355.93,142.9,36.34,303.99
19-Jan-05,354.77,141.9,35.63,307.92
20-Jan-05,360.52,142.1,34.75,310.88
24-Jan-05,363.75,147.8,33.42,318.52
25-Jan-05,364.7,149.4,33.25,325.24
27-Jan-05,365.18,151.35,33.88,328.33
28-Jan-05,372.25,153.1,36.36,336.38
31-Jan-05,368.1,159.85,37.15,341.15
1-Feb-05,354.45,168.8,36.6,337.88
2-Feb-05,354.18,164.55,37.84,339.07
3-Feb-05,355.55,165.45,38.12,349.86
4-Feb-05,366.02,165.75,38.11,350.92
7-Feb-05,363.35,162.15,37.64,352.9
8-Feb-05,366.95,160.05,38.01,349.9
9-Feb-05,369.23,160.4,37.79,353.74
10-Feb-05,370.7,154,38.77,351.93
11-Feb-05,371.1,155.3,39.53,352.55
14-Feb-05,371.23,151.9,39.44,357.46
15-Feb-05,376.35,152.05,40.63,355.07
16-Feb-05,371.7,143.9,40.27,359.27
17-Feb-05,370.23,144.9,40.4,364
18-Feb-05,364.38,144.75,39.81,365.76
21-Feb-05,361.9,142.4,39.52,360.99
22-Feb-05,361.52,145.25,39.53,364.79
23-Feb-05,363.48,143.95,39.1,365.41
24-Feb-05,359.48,142.85,38.88,364.61
25-Feb-05,355.68,140.5,38.68,362.18
28-Feb-05,359.82,144,39.36,373.32
1-Mar-05,360.57,146.05,38.16,372.13
2-Mar-05,361.18,146.75,38.34,378.76
3-Mar-05,361.18,150.4,38.89,380.52
4-Mar-05,362.1,149.7,38.99,378.98
7-Mar-05,362.15,144.95,38.7,384.41
8-Mar-05,373.1,146.15,38.66,386.05
9-Mar-05,375.68,144.1,38.11,381.85
10-Mar-05,379.1,144.1,38.18,381.05
11-Mar-05,371.6,143.3,37.94,389.58
14-Mar-05,370.85,138.6,37.5,386.75
15-Mar-05,376.68,135.7,36.97,391.53
16-Mar-05,378.52,135.35,36.72,388.92
17-Mar-05,373.77,133.9,36.5,380.97
18-Mar-05,359.02,133.45,36.58,383.57
21-Mar-05,361.07,130.2,36.35,380.92
22-Mar-05,365.65,130.6,34.71,368.9
23-Mar-05,377,133.55,33.06,360.9
24-Mar-05,375.52,134.55,32.89,365.06
28-Mar-05,386.15,135,33.89,369.74
29-Mar-05,369.77,131.55,32.78,354.76
30-Mar-05,372.88,131.3,34.39,350.34
31-Mar-05,369.55,131.75,34.49,354.32
1-Apr-05,371.68,132.2,34.89,361.7
4-Apr-05,372.45,131.15,34.53,347.87
5-Apr-05,372.15,129.5,33.44,337.97
6-Apr-05,373.68,132.85,34,344.99
7-Apr-05,374.25,132.5,33.52,340.93
8-Apr-05,372.45,131.75,32.95,336.95
11-Apr-05,373.32,130.05,32.85,336.82
12-Apr-05,372.5,132.65,33.55,343.54
13-Apr-05,368.48,134.7,33.79,336.64
15-Apr-05,355.9,132.3,32.68,323.69
18-Apr-05,343.07,129.55,32.07,313.04
19-Apr-05,344.32,127.55,32.51,306.64
20-Apr-05,347.1,131.05,34.18,321.18
21-Apr-05,345.23,130.9,35.04,325.95
22-Apr-05,341,132.2,34.97,319.58
25-Apr-05,330.05,133.65,34.47,321.18
26-Apr-05,333.13,137.95,34.07,317.02
27-Apr-05,328.18,142.75,33.8,309.2
28-Apr-05,324.65,143.4,33.82,303.54
29-Apr-05,318.57,137.7,33.48,301.2
2-May-05,317.02,133.05,33.51,305.09
3-May-05,318.55,132.75,33.62,303.54
4-May-05,326.35,135.45,34.77,312.87
5-May-05,335.85,134.95,34.73,313.31
6-May-05,333.13,134.2,34.48,312.74
9-May-05,339.93,132.6,34.88,320.95
10-May-05,332.38,132.9,35.48,317.02
11-May-05,327.45,131.75,35.13,315.87
12-May-05,328.98,130.45,35.51,316.67
13-May-05,332.73,131.35,35.54,317.82
16-May-05,337.48,132.85,35.59,320.73
17-May-05,341.93,131.55,34.68,312.69
18-May-05,340.88,130.5,35.3,315.52
19-May-05,340.63,130.25,35.09,315.48
20-May-05,344.98,130,35.42,314.24
23-May-05,347.95,127.85,35.22,310.22
24-May-05,345.43,129.15,35.66,316.27
25-May-05,352.27,129.35,36.03,313.84
26-May-05,361.25,131.65,37.18,314.55
27-May-05,357.8,138.1,37.31,320.47
30-May-05,359.15,144.5,36.9,318.92
31-May-05,362.45,143.15,37.3,320.69
1-Jun-05,365.73,149.35,36.4,314.86
2-Jun-05,367.93,147.15,35.95,308.1
3-Jun-05,365.27,146.75,36.11,309.16
4-Jun-05,362.98,150.65,36.19,312.03
6-Jun-05,363.38,147.55,36.75,308.67
7-Jun-05,362.63,143.5,37,299.43
8-Jun-05,355.5,142.5,36.88,299.7
9-Jun-05,353.07,147.8,37.16,298.64
10-Jun-05,356.57,145.4,36.59,295.55
13-Jun-05,357.82,149.6,36.57,292.36
14-Jun-05,361.45,147.95,36.54,295.32
15-Jun-05,368.7,149.2,37.53,300.14
16-Jun-05,361.57,148.45,36.74,299.79
17-Jun-05,359.6,149.1,36.07,301.02
20-Jun-05,360.52,148.15,35.35,307.92
21-Jun-05,360.88,152.6,36.17,315.74
22-Jun-05,364.68,154.2,36.5,321.53
23-Jun-05,366.27,155.1,36.38,322.99
24-Jun-05,363.63,163.3,36.27,321.18
27-Jun-05,362.85,162.45,36.83,318.17
28-Jun-05,363.15,162.75,36.35,302.53
29-Jun-05,370.38,162.7,35.92,306.24
30-Jun-05,376.6,163.6,36.32,300.58
1-Jul-05,379.98,164.9,37.23,303.99
4-Jul-05,387.95,164.2,38.37,305.62
5-Jul-05,390.8,162.9,37.53,306.64
6-Jul-05,393.73,162.9,38.54,309.29
7-Jul-05,385.85,158.3,38.18,312.87
8-Jul-05,384.25,158.65,38.33,319.14
11-Jul-05,389.95,158.05,38.33,319.45
12-Jul-05,379.1,158.65,38.18,317.64
13-Jul-05,375.5,156.7,39.37,313.93
14-Jul-05,369.27,155.35,38.82,309.64
15-Jul-05,374.15,156.1,38.72,315.48
18-Jul-05,379.32,159.65,38.91,320.69
19-Jul-05,380.15,159.8,38.36,326.83
20-Jul-05,380.65,160.15,38.55,328.2
21-Jul-05,380.5,158.55,38.25,326.79
22-Jul-05,384.55,161.75,38.68,335.01
25-Jul-05,383,164.55,38.79,340.58
26-Jul-05,401.4,163.8,38.37,344.33
27-Jul-05,404.88,164.25,38.51,331.78
29-Jul-05,417.77,166.95,37.86,325.37
1-Aug-05,414.4,174.05,38.92,322.1
2-Aug-05,422.98,171.25,39.46,330.06
3-Aug-05,427.3,167.45,39.16,325.33
4-Aug-05,422.3,167.5,39.41,339.25
5-Aug-05,415.7,165.15,41.37,343.09
8-Aug-05,401.98,161.55,40.28,342.52
9-Aug-05,400.9,160.2,39.75,343.05
10-Aug-05,404.77,161.75,41.01,351.93
11-Aug-05,424.55,169.3,41.14,356.53
12-Aug-05,418.6,168.55,40.97,355.51
16-Aug-05,412.27,171.55,40.18,361.65
17-Aug-05,413.85,172.75,41.02,365.98
18-Aug-05,413.23,168.6,41.6,361.08
19-Aug-05,410.15,167.55,41.49,355.78
22-Aug-05,412.55,166.55,41.71,347.16
23-Aug-05,406.73,164.55,40.93,339.07
24-Aug-05,400,161.95,40.4,332.13
25-Aug-05,395.8,162.35,41.47,338.59
26-Aug-05,398.35,163.3,41.24,344.07
29-Aug-05,388.45,161.95,40.66,339.38
30-Aug-05,396.18,166.55,41.61,345.52
31-Aug-05,399.93,165.65,43.49,345.26
1-Sep-05,387.73,168.15,43.98,347.73
2-Sep-05,390.38,169,45.18,358.21
5-Sep-05,386.5,166.3,44.41,357.81
6-Sep-05,384.45,165.55,44.47,358.65
8-Sep-05,385.07,166.45,44.56,360.37
9-Sep-05,392.48,165.55,44.21,361.88
12-Sep-05,394.8,169.15,44.8,363.6
13-Sep-05,398.93,169.45,44.67,360.81
14-Sep-05,401.13,171.65,44.03,358.21
15-Sep-05,402.45,176.1,44.5,365.63
16-Sep-05,400.73,177.55,44.26,372.88
19-Sep-05,405.2,177.05,44.55,379.02
20-Sep-05,405.3,175.05,44.05,378.27
21-Sep-05,401.88,170.9,43.2,370.09
22-Sep-05,397.18,164.9,41.48,355.2
23-Sep-05,390.15,169.95,41.52,356.22
26-Sep-05,400.35,176.15,43.27,367.8
27-Sep-05,404.18,180.65,43.56,368.11
28-Sep-05,405.82,184.4,44.75,369.08
29-Sep-05,419.05,183.75,45.08,369.96
30-Sep-05,426.27,181.15,46.62,374.29
3-Oct-05,441.38,184.85,46.46,376.55
4-Oct-05,455.65,183.55,46.24,382.82
5-Oct-05,454.45,180.95,45.88,375.13
6-Oct-05,460.82,175.3,44.43,356.97
7-Oct-05,472.48,180.25,45.61,349.33
10-Oct-05,484.05,180.1,44.61,343.54
11-Oct-05,468.7,178.65,44.27,348.09
13-Oct-05,448.5,175.75,43.55,332.75
14-Oct-05,452.57,172.9,42.73,335.01
17-Oct-05,437.98,175.6,42.3,339.29
18-Oct-05,427.25,174.6,41.34,330.19
19-Oct-05,408.4,168.85,40.8,319.41
20-Oct-05,412.55,168.8,38.58,316.8
21-Oct-05,419.65,171.5,41.65,324.58
24-Oct-05,403.5,167.3,39.55,311.59
25-Oct-05,421.93,167.35,39.97,309.51
26-Oct-05,411.18,165.45,38.45,306.73
27-Oct-05,401.6,162.4,37.28,299.3
28-Oct-05,395.6,157.4,37.65,292.5
31-Oct-05,403.65,161.4,38.17,299.66
1-Nov-05,411.5,162.55,38.61,300.67
2-Nov-05,423.27,164.8,39.78,307.3
7-Nov-05,444.02,167.25,41.35,321.62
8-Nov-05,443.25,169.85,41.8,320.16
9-Nov-05,464.93,172.55,40.86,321.22
10-Nov-05,457.27,168.95,40.94,321.57
11-Nov-05,469.27,172.25,42.31,328.16
14-Nov-05,469.73,170.4,42.43,322.9
16-Nov-05,472.57,168.85,42.78,324.67
17-Nov-05,469.68,169.8,43.12,324.27
18-Nov-05,461.4,172.6,42.39,326.48
21-Nov-05,464.27,170.15,41.85,318.57
22-Nov-05,460.73,169.3,41.49,310.13
23-Nov-05,463.95,172,42.53,302.75
24-Nov-05,461.32,176.75,42.67,302.75
25-Nov-05,462.55,186.75,42.44,302.79
26-Nov-05,466.32,185.05,43.7,303.85
28-Nov-05,476.57,191.95,44.2,304.52
29-Nov-05,467.18,187.55,43.47,307.34
30-Nov-05,456.85,181.95,43.02,308.63
1-Dec-05,464.45,185.3,43.05,309.95
2-Dec-05,459.2,184.5,42.54,315.52
5-Dec-05,452.98,187.7,41.24,312.43
6-Dec-05,453.8,185.75,41.91,310.22
7-Dec-05,465.48,187.6,41.59,308.85
8-Dec-05,461.85,187.85,41.73,307.3
9-Dec-05,463.1,188.9,42.89,314.15
12-Dec-05,462.27,186.3,43.28,320.6
13-Dec-05,462.45,188.4,42.98,327.19
14-Dec-05,474.77,187.5,42.82,334.26
15-Dec-05,465.2,187.05,42.92,325.59
16-Dec-05,467.27,188.05,43.22,325.11
19-Dec-05,472.68,194.8,43.6,335.67
20-Dec-05,491.93,194.55,43.45,330.59
21-Dec-05,490.25,195.8,43.58,331.69
22-Dec-05,492.15,195.3,43.43,337.04
23-Dec-05,483.95,193.15,42.06,325.86
26-Dec-05,476.25,188.95,40.48,325.95
27-Dec-05,480.6,192.3,41.5,331.87
28-Dec-05,483.1,193.5,41.13,328.29
29-Dec-05,475.13,194.95,41.69,327.05
30-Dec-05,489.25,197.25,42.05,336.11
2-Jan-06,481.38,195.2,41.93,335.05
3-Jan-06,497.45,196.3,42.67,341.28
4-Jan-06,510.25,195,43.35,338.98
5-Jan-06,514.23,194.9,43.16,336.24
6-Jan-06,510.23,193.2,43.12,339.47
9-Jan-06,529.42,192.6,44.55,335.76
10-Jan-06,516.42,188,43.68,328.47
12-Jan-06,513.77,187.8,43.86,326.43
13-Jan-06,516.63,186.6,43.55,324.09
16-Jan-06,516.63,186.45,43.32,314.68
17-Jan-06,508.55,186,43.22,307.96
18-Jan-06,514.6,184.4,43.16,310.3
19-Jan-06,515.27,187.6,43.57,318.7
20-Jan-06,514.23,186.05,43.7,320.42
23-Jan-06,514.83,187.9,43.51,315.7
24-Jan-06,521.52,188.25,43.55,321.49
25-Jan-06,541.33,194.75,43.41,321.22
27-Jan-06,536.7,195.05,44.18,349.68
30-Jan-06,565.27,192.3,44.92,349.81
31-Jan-06,559.8,194.8,45.52,357.28
1-Feb-06,588.98,191.2,44.92,351.62
2-Feb-06,586.98,193.5,45.77,353.7
3-Feb-06,580.02,190.3,46.65,354.19
6-Feb-06,595.2,194.35,47.38,359.22
7-Feb-06,609.1,197.55,47.48,360.86
8-Feb-06,595.75,197,48,346.54
10-Feb-06,602.4,208.05,48.72,343.62
13-Feb-06,595.05,209.45,49.24,346.41
14-Feb-06,583.9,224.45,47.63,338.85
15-Feb-06,586.02,235.7,47.19,342.56
16-Feb-06,640.98,238.4,48.32,346.01
17-Feb-06,643.42,231.55,47.06,341.41
20-Feb-06,665.9,238.8,47.3,349.41
21-Feb-06,694.73,237.1,47.89,356.22
22-Feb-06,678.8,241.4,48.99,363.33
23-Feb-06,681.45,248.4,49.34,370.58
24-Feb-06,653.75,242.15,49.94,373.76
27-Feb-06,657.88,238.4,50.11,372.66
28-Feb-06,651.42,241.95,49.3,380.66
1-Mar-06,661.35,244.95,50.4,390.91
2-Mar-06,656.25,243.65,51.67,397.58
3-Mar-06,661.67,244.1,52.78,401.56
6-Mar-06,661.75,243.5,55.61,418.26
7-Mar-06,653.27,252.35,54.96,413.36
8-Mar-06,651.88,242.2,54.25,392.23
9-Mar-06,666,244.5,54.42,399.39
10-Mar-06,675.3,251.9,55.72,402.04
13-Mar-06,679.63,253.85,55.45,406.55
14-Mar-06,681.2,257.65,54.34,404.87
16-Mar-06,675.23,256.75,55.84,415.48
17-Mar-06,674.08,253.8,55.06,408.32
20-Mar-06,681.88,252,54.78,412.83
21-Mar-06,679.3,251.35,54.51,413.62
22-Mar-06,744.67,255.45,54.99,414.73
23-Mar-06,720.25,255.55,54.96,428.69
24-Mar-06,715.9,255.35,56.81,435.98
27-Mar-06,725.4,268.55,57.28,457.81
28-Mar-06,711.2,267.7,56.43,461.26
29-Mar-06,712.6,266.65,55.81,461.44
30-Mar-06,709.35,273.25,55.35,461.57
31-Mar-06,710.15,272.3,55.92,474.07
3-Apr-06,723.63,279.4,56.39,479.69
4-Apr-06,720.8,280.25,56.43,479.11
5-Apr-06,730.98,288.8,56.44,478.85
7-Apr-06,718.33,281.15,56.51,478.76
10-Apr-06,718.92,280.2,56.72,511.86
12-Apr-06,712.63,273.7,55.92,494.09
13-Apr-06,735.85,271.95,55.15,499.75
17-Apr-06,734.05,275.4,57.1,525.64
18-Apr-06,754.75,279.7,56.89,520.83
19-Apr-06,747.38,276.9,56.29,538.24
20-Apr-06,749.5,276.5,56.35,569.22
21-Apr-06,740.6,284.8,55.94,578.5
24-Apr-06,730.92,285.45,55.17,577.21
25-Apr-06,717.05,278.05,52.95,550.66
26-Apr-06,728.02,289.15,53.8,578.19
27-Apr-06,717.35,287.25,53.24,564.8
28-Apr-06,717.67,290.65,52.74,560.69
29-Apr-06,715.92,287.95,53.38,570.37
2-May-06,840.98,292.6,53.02,592.73
3-May-06,825.77,294.05,53.89,587.33
4-May-06,822.98,292.8,55.51,579.2
5-May-06,840,284.85,54.25,566.3
8-May-06,841.25,282.25,54.43,569.57
9-May-06,822.6,279.3,54.53,583.18
10-May-06,820.3,279.85,56.73,590.25
11-May-06,815.98,277.75,55.29,564.18
12-May-06,821.77,273.5,55.13,569.26
15-May-06,797.2,264,54.89,517.65
16-May-06,809.8,269.95,53.73,506.64
17-May-06,822.7,275.35,54.55,541.11
18-May-06,776.83,258.5,52.88,482.07
19-May-06,758.3,243.2,51.49,445
22-May-06,720.6,238.45,49.21,417.86
23-May-06,710.42,239.35,53.11,450.74
24-May-06,708.63,228.3,51.12,425.55
25-May-06,709.55,237.25,48.4,453.61
26-May-06,707.9,242.9,47.91,475.71
29-May-06,692.02,241.65,48.87,496.08
30-May-06,685.42,241.2,49.83,483.88
31-May-06,678.7,233.7,47.98,456.66
1-Jun-06,661.92,223.75,46.73,432.23
2-Jun-06,670.08,241.75,46.07,457.46
5-Jun-06,654.38,233.5,45.36,436.78
6-Jun-06,634.77,224.55,45.32,424.05
7-Jun-06,633.92,220,44.57,407.26
8-Jun-06,590.55,204.35,41.16,376.15
9-Jun-06,608.08,207.9,42.27,403.24
12-Jun-06,612.73,196.7,41.33,377.12
13-Jun-06,603.67,188.15,38.1,345.08
14-Jun-06,582.23,186.15,39.4,340.22
15-Jun-06,608.85,202.3,41.46,365.63
16-Jun-06,635.42,216.2,41.88,408.28
19-Jun-06,637.27,221.75,41.95,421.66
20-Jun-06,630,216.75,41.62,412.61
21-Jun-06,674.17,218.35,41.61,422.77
22-Jun-06,632.17,218.65,42.98,432.54
23-Jun-06,631.83,221.55,43.45,452.73
25-Jun-06,641.42,220.9,43.48,470.54
26-Jun-06,635.17,214.7,41.16,438.15
27-Jun-06,650.35,220.2,43.64,458.34
28-Jun-06,635.23,216.25,43.74,455.03
29-Jun-06,629.77,210.8,45.59,450.83
30-Jun-06,637,229.1,46.33,471.33
3-Jul-06,642.58,236.9,46.51,479.2
4-Jul-06,663.5,232.35,45.12,474.96
5-Jul-06,687.9,242.2,46.57,498.34
6-Jul-06,665.85,242.8,46.25,483.71
7-Jul-06,650.38,237.95,45.84,462.01
10-Jul-06,657.23,240.6,46.06,465.41
11-Jul-06,663.38,235.4,46.87,454.85
12-Jul-06,667.4,237.5,46.14,459.58
13-Jul-06,667.38,243.65,47.64,458.74
14-Jul-06,652.3,242.85,46.17,451.36
17-Jul-06,614.15,230.05,46.48,436.07
18-Jul-06,611.77,230.35,46.7,422.02
19-Jul-06,610,224.05,46.16,405.62
20-Jul-06,631.83,231.2,46.5,430.5
21-Jul-06,621.17,223.85,44.85,427.37
24-Jul-06,629.5,228.3,45.4,423.43
25-Jul-06,648.02,234.35,46.34,437.44
26-Jul-06,661.7,240.95,47.68,438.81
27-Jul-06,683.65,245.35,47.81,438.41
28-Jul-06,701.15,242.25,47.93,439.92
31-Jul-06,698.48,232.25,47.39,439.08
1-Aug-06,694.92,228.75,46.89,438.15
2-Aug-06,709.33,228.05,48.15,451.8
3-Aug-06,703.98,224.8,47.74,450.39
4-Aug-06,713.55,220.55,47.91,451.67
7-Aug-06,701.67,219.45,47.98,445.44
8-Aug-06,709.3,222.95,48.6,451.58
9-Aug-06,722.63,224,48.32,457.37
10-Aug-06,720.42,223.9,48.38,456.04
11-Aug-06,720.7,222.95,48.19,463.91
14-Aug-06,719.6,227.2,48.42,469.74
16-Aug-06,725.6,230.45,48.78,471.2
17-Aug-06,744.2,234.9,49.74,458.39
18-Aug-06,747.48,237.8,50.64,453
21-Aug-06,736.27,235.85,50.49,449.2
22-Aug-06,719.92,232.25,50.29,455.38
23-Aug-06,722.77,229.75,50.48,447.21
24-Aug-06,726.98,231.7,50.68,457.24
25-Aug-06,721.08,236.65,51.81,465.24
28-Aug-06,714.05,239.8,52.31,466.52
29-Aug-06,711.7,234.8,51.93,456.93
30-Aug-06,718.75,236.1,50.76,447.74
31-Aug-06,720.5,234.6,50.96,438.55
1-Sep-06,743.3,238.8,51.63,443.45
4-Sep-06,739.4,243.3,52.21,447.03
5-Sep-06,729.55,242.45,51.81,453.84
6-Sep-06,734.45,239,51.78,460.99
7-Sep-06,727.5,238.15,51.87,461.26
8-Sep-06,738.1,240.95,51.83,463.82
11-Sep-06,713.45,230.05,48.76,438.99
12-Sep-06,711.75,229.1,48.48,442.96
13-Sep-06,737.3,235.65,50.55,443.54
14-Sep-06,747.75,239,51.32,448.89
15-Sep-06,746.3,243.55,50.87,445.79
18-Sep-06,754.75,250.55,50.14,440.27
19-Sep-06,756.2,247.3,49.91,431.78
20-Sep-06,753.85,250.15,50.42,438.94
21-Sep-06,756.5,258.6,50.54,444.33
22-Sep-06,748.75,257.25,50.78,438.99
25-Sep-06,737.7,252.75,50.87,448.71
26-Sep-06,737.8,258.65,51.06,453.08
27-Sep-06,738,257.7,51.92,455.74
28-Sep-06,723.15,255,53.53,458.65
29-Sep-06,731.3,256.2,54.73,473.41
3-Oct-06,727.2,249.4,53.52,472.4
4-Oct-06,712.6,246.95,52.01,462.54
5-Oct-06,711.8,249.95,51.91,474.91
6-Oct-06,709.5,245.3,52.13,474.52
9-Oct-06,706.55,243.5,52.13,465.19
10-Oct-06,712.3,238.65,51.7,457.64
11-Oct-06,704.15,235.15,52.2,447.91
12-Oct-06,710.65,232.15,51.97,456.49
13-Oct-06,725.1,236.05,51.61,451.89
16-Oct-06,722.1,237,51.87,451.94
17-Oct-06,715.6,231.8,51.33,455.78
18-Oct-06,732.8,232.85,51.47,449.59
19-Oct-06,732.15,231.4,51.25,443.41
20-Oct-06,724.9,231.55,51.31,448.84
21-Oct-06,721.75,231.85,51.14,456.13
23-Oct-06,712.6,229.15,51.32,449.77
26-Oct-06,711.75,224.95,50.97,443.1
27-Oct-06,730.35,226.35,51.15,442.3
30-Oct-06,751.4,228.75,51.57,440.45
31-Oct-06,748.05,233.6,52.23,433.46
1-Nov-06,751.35,236.95,52.72,433.02
2-Nov-06,760.85,237.55,53.08,430.59
3-Nov-06,780.75,235.5,53.44,435.45
6-Nov-06,776.4,246.8,53.54,447.25
7-Nov-06,792.25,247.3,52.73,439.56
8-Nov-06,778.25,246.55,52.94,436.47
9-Nov-06,773.3,250,52.62,443.05
10-Nov-06,788.95,252.8,52.89,444.16
13-Nov-06,795.1,252.65,53.09,439.39
14-Nov-06,790.9,247.95,53.69,433.91
15-Nov-06,779.5,243.35,53.89,429.4
16-Nov-06,774.5,242.95,53.77,425.95
17-Nov-06,735.7,239.8,53.71,420.65
20-Nov-06,723.1,242.95,53.15,409.56
21-Nov-06,730.75,248.55,53.25,420.21
22-Nov-06,737.15,244.8,54.35,417.78
23-Nov-06,737.35,240.65,55.49,416.67
24-Nov-06,755.05,243.1,55.63,426.92
27-Nov-06,737.45,239.55,56.99,426.22
28-Nov-06,722.8,237,55.97,420.52
29-Nov-06,734.65,235.95,56.04,421.58
30-Nov-06,750.8,235.85,56.07,413.58
1-Dec-06,770.45,240.45,57.68,413.8
4-Dec-06,769.95,239.15,58.71,413.71
5-Dec-06,765.35,238.55,57.24,435.63
6-Dec-06,756.6,238.6,57.72,432.09
7-Dec-06,757.65,240.35,57.39,434.39
8-Dec-06,775.3,233.8,56.5,426.35
11-Dec-06,763,229.25,53.67,400.72
12-Dec-06,754.3,223.7,52.13,389.23
13-Dec-06,784.1,219.4,52.6,385.03
14-Dec-06,804.85,227.4,53.97,385.25
15-Dec-06,804.25,230.15,53.82,405.89
18-Dec-06,804.45,230.15,57.03,413.09
19-Dec-06,801.25,224.75,55.28,401.73
20-Dec-06,799.55,218.45,53.55,411.06
21-Dec-06,800.35,219.95,52.92,414.51
22-Dec-06,804.2,219.1,53.54,422.77
26-Dec-06,802.15,220.8,53.95,421.58
27-Dec-06,807.55,219.55,53.4,425.38
28-Dec-06,799.55,220.3,53.79,421.13
29-Dec-06,811.2,216.55,54.03,426.26
2-Jan-07,805.95,216.45,54.49,422.81
3-Jan-07,808.5,212.2,54.15,416.8
4-Jan-07,826.3,210.35,53.93,411.5
5-Jan-07,809.25,212.7,53.8,414.2
8-Jan-07,811,210,54.07,409.87
